3-куча,10001,2000000,1,1000000,28.711920
15-куча,10001,2000000,1,1000000,17.451593
3-куча,10001,2100000,1,1000000,21.104038
15-куча,10001,2100000,1,1000000,20.789253
3-куча,10001,2200000,1,1000000,21.184157
15-куча,10001,2200000,1,1000000,27.870932
3-куча,10001,2300000,1,1000000,24.946072
15-куча,10001,2300000,1,1000000,22.757088
3-куча,10001,2400000,1,1000000,20.511896
15-куча,10001,2400000,1,1000000,24.903404
3-куча,10001,2500000,1,1000000,22.128240
15-куча,10001,2500000,1,1000000,23.631684
3-куча,10001,2600000,1,1000000,23.046326
15-куча,10001,2600000,1,1000000,28.110122
3-куча,10001,2700000,1,1000000,29.830083
15-куча,10001,2700000,1,1000000,25.682347
3-куча,10001,2800000,1,1000000,29.904364
15-куча,10001,2800000,1,1000000,30.671125
3-куча,10001,2900000,1,1000000,29.245956
15-куча,10001,2900000,1,1000000,23.439685
3-куча,10001,3000000,1,1000000,38.023079
15-куча,10001,3000000,1,1000000,30.455876
3-куча,10001,3100000,1,1000000,13.303103
15-куча,10001,3100000,1,1000000,20.148319
3-куча,10001,3200000,1,1000000,14.913558
15-куча,10001,3200000,1,1000000,19.149144
3-куча,10001,3300000,1,1000000,15.972530
15-куча,10001,3300000,1,1000000,15.277903
3-куча,10001,3400000,1,1000000,17.931569
15-куча,10001,3400000,1,1000000,19.329642
3-куча,10001,3500000,1,1000000,19.910900
15-куча,10001,3500000,1,1000000,24.448013
3-куча,10001,3600000,1,1000000,22.030050
15-куча,10001,3600000,1,1000000,20.237398
3-куча,10001,3700000,1,1000000,20.002193
15-куча,10001,3700000,1,1000000,30.341583
3-куча,10001,3800000,1,1000000,14.303012
15-куча,10001,3800000,1,1000000,22.599555
3-куча,10001,3900000,1,1000000,21.586623
15-куча,10001,3900000,1,1000000,17.587989
3-куча,10001,4000000,1,1000000,23.675524
15-куча,10001,4000000,1,1000000,18.756061
3-куча,10001,4100000,1,1000000,20.768881
15-куча,10001,4100000,1,1000000,18.986260
3-куча,10001,4200000,1,1000000,27.372885
15-куча,10001,4200000,1,1000000,19.492722
3-куча,10001,4300000,1,1000000,18.577888
15-куча,10001,4300000,1,1000000,25.291001
3-куча,10001,4400000,1,1000000,18.861136
15-куча,10001,4400000,1,1000000,25.996643
3-куча,10001,4500000,1,1000000,23.592447
15-куча,10001,4500000,1,1000000,26.095714
3-куча,10001,4600000,1,1000000,24.027843
15-куча,10001,4600000,1,1000000,29.281619
3-куча,10001,4700000,1,1000000,33.110101
15-куча,10001,4700000,1,1000000,24.348134
3-куча,10001,4800000,1,1000000,25.105814
15-куча,10001,4800000,1,1000000,15.246861
3-куча,10001,4900000,1,1000000,22.828754
15-куча,10001,4900000,1,1000000,19.311566
3-куча,10001,5000000,1,1000000,23.074968
15-куча,10001,5000000,1,1000000,22.808745
3-куча,10001,5100000,1,1000000,32.157234
15-куча,10001,5100000,1,1000000,28.428833
3-куча,10001,5200000,1,1000000,22.947399
15-куча,10001,5200000,1,1000000,23.415287
3-куча,10001,5300000,1,1000000,20.856960
15-куча,10001,5300000,1,1000000,27.844313
3-куча,10001,5400000,1,1000000,29.223567
15-куча,10001,5400000,1,1000000,29.914195
3-куча,10001,5500000,1,1000000,25.588262
15-куча,10001,5500000,1,1000000,25.854504
3-куча,10001,5600000,1,1000000,29.228572
15-куча,10001,5600000,1,1000000,24.432211
3-куча,10001,5700000,1,1000000,31.476616
15-куча,10001,5700000,1,1000000,37.044677
